comments,emotional_label
wayyoo harmee maal siif godha gaddaan cabe onneen kiyya,4
ana nyaatu harmee,4
anaa nyaatu lammii,4
anaan lammii dhugaa waaqaayyo siif baasu maal siniif gochuu dandeenya,4
harmee maal siif tau kootu na madaae,4
waaqayyo gumaa baasu harmee maalan jedharee gadda guddaatu natti dhagahame,4
anaan haadha,4
gubanne dhugaa,4
wayyoo saba anaa nyaatu,4
nama dhukubba rabbi birmatu,4
wayyoo harmee anaa nyaatu,4
anaa nyaatu lammii baayeen gadde onneetu na cabe,4
garaan nu gubate harmee,4
wayyoo oromoo,4
onneetu nu cabe dhugaa rabbii,4
anaan dhiiga,1
anaan qomoo,4
gubanne garaan nu gubate gadda hamaa jirra,4
anaa nyaatu saba sin nyaatte kaa bara kanatti gara jabina dhala namaa kana arguutti baayeen gadda,4
anaa nyaatu harmee,4
baayeen gadda,4
anaan harmee,4
anaan yaa sabaa garaa nama guba,4
wayyoo lammii,4
siif gorraamu lammii baayeen gadde,4
anaa nyaatu lammii,4
anaa nyaatu haadha,4
anaa nyaatuu aayyoo,4
ana nyaatuu harmee baayeen gadda,4
maal wayya lammii gubanne jiraa,4
anaa nyaatu lammii,4
anaa nyaatu lammii,4
kara deemaa rabbi umurii dheeressu jabaa namaa baayeen si jaaladha si kabaja,4
siif beelau abbaa baayeen gadda kana ija koon arguutti,4
anaa nyaatu,4
anaan abbaa siif qalamu,4
ilmaan oromoo garaan nu gubate,4
anaa nyaatu lammii,4
garaa nama nyaatudha,4
anaan dhiiga kiyya,4
anaan harmee,4
kabajamoo obboo lammaa magarsaa kabajamoo dr abiyyi ahimad galata guddaa qabdu uummata oromoo guddaa kana biraa umuriin dheeratu hedduu sin jaalanna,3
obbo lammaa baayee sin jaalanna jabaadhaa,3
jiraadhu lammaa baayee si jaalanna leenca jechi nama hanqata si ibsuuf jiraadhu umurii dheeraa,3
lammaa leenca jiraadhu waaqayyo umurii dheeressu baayee si jaalanna,3
jabaadhaa oromoo sin gargaaru isinan jaaladha saba oromoo,3
lammaa lammii goota leenca oromoo si jaalanna,3
umurii dheeradhu si jaalanna lammaa goota jiraadhu,3
galatoomaa qabsaaonni hundi jaalanna,3
waaqayyoo nama lammii isaatiif dhugaa dubbatu waaqayyo taasisu jechan isiniin jedhu hin qabu obboo lammaa magarsaa dr abiyyi baayee jaalanna sanyii oromoo hamtuun sin hin argiin,3
jiraadhaa gootota umurii dheeraa siniif kennu rabbi,3
leenca leenca caalu obboo lammaa jiraadhu baayeen si jaaladha,3
biyya dachee sin jaaladha,3
obbo lamma jiraadhu si jaalanna nagaan jiraadhu,3
obbo lammaa magarsaa baayee si jaalanna jiraadhu bara baraan ijji hamtuun si hin argiin,3
bagaa oromoo dhalatee lecaa kenyaa jiraadhu sii jalanaaa uuuuuuphaaaaaaaa,3
ati agartuu uummata keenyaati lammaa umurii dheeeradhu,3
lammaa bareedduu jaalalli siif qabu olaanaadha jabaadhu ofi si waliin jirra si jaalanna,3
obboo lammaa jiraadhu umurii dheeradhu,3
lammaa umurii dheeradhu yoomiyyuu si jaalanna,3
lammaa diinni gubatu nagaa taateef si jaalanna,3
jiraadhu baayee si jaalanna,3
sirba hunda filatamaa barbaadamaa yoosaan maqaa keetii baayee si jaalanna,3
buli si jaalanna jabaa,3
baayee namatti tola,3
jiraadhu jabaa,3
yoosan geetahuun yaa goota jiraadhu waggaa kuma dhibba,3
goota akkan si jaaladhu,3
galatoomi yoosan baayee si jaalanna si eebbisaa oolla eela saba beeksisuu keetiif,3
yoosan baayee miidhaga sagaleen baayee bareeda viidiyoon galatoomi leenca,3
ati faajjii umurii dheeradhu jabaa namaa baayee natti tolta,3
jabaa oromoo jiraadhu,3
qaalii jiraadhu,3
hedduu namatti tola,3
yoosan geetahuun goota baayeen si jaaladha,3
yoosan geetahuun hedduu takka si jaalanna waggaa kuma jiraadhu leenca,3
wanta gaarii hojjatte jabaadhu leenca,3
sitti booneera hambaa haacaaluu,3
qaalii baayee si jaalanna,3
umurii kuma jiraadhu jibicha,3
baayee si jaallanna jiraadhu cimaa,3
jabaa qaalii oromoo,3
jaabadhu bareeda,3
baayee si jaalanna artistii jiraadhu,3
hedduun si jaaladha sanyii,3
baayee bareedaadha jabaadhu obboleessa,3
baayee tolte dhugaa jiraadhu qaalii namaa,3
jabaadhu jabaa,3
mootii oromoo hedduun si jaaladha,3
baayee namatti tola,3
baayeen si jaaladha sirba dhugumaaree jedhu sana irratti,3
jabaadhu leenca,3
jabaa namaa jiraadhu baayee si jaalanna,3
goota leenca jabaadhu ni dandeessa jiraadhu waggaa kuma,3
jiraadhu qaalii,3
weellistoonni oromoo weellisu qofa hin taane qabsaaota oromooti hedduun jaaladha,3
yoosan geetahuun nama barate wanta hunda hubate nama dandeettii guddaa qabu dha wallee isaa hunda garaa guutuuniin jaaladha,3
aboo jiraadhu daraari urgaai jiraadhu jaarraa tokko,3
nu boonsitee jabaadhu qaxalee gurbaa,3
naaf jiraadhu jiraadhu ilma jabaa gooftaan siifis nuufis kennuu,3
jabaa baayeen si jaaladha galatoomi,3
yoosan oromticha jiraadhu lubbuu baayeen si jaaladha,3
jabaa ilma oromoo jiraadhu si jaalanna oromticha,3
leenca naaf jiraadhu sin jaaladha,3
jiraadhu umurii dheeradhu,3
si jaalanna dhiiroo jiraadhu bohaareera,3
jabaadhaa wal jabeessaa ijoollee oromoo akkaan tolte si jaalanna jiraadhu waggaa kuma,3
yoosan nama jabaa baayee si jaallanna,3
goota siif jechootan dhabe haftee hacee mataa dhiiraa jiraadhu,3
sagalee bareedaa qabda baayee jaaladheera,3
jiraadhu goota onnee jirta,3
baayee namatti tola sirbii dhiiroo,3
yoosii jiraadhuu sirba hin dhaggeeffatiin saaati tokkoo turuu hin dandauu baayeen jaaladhe,3
qaxalee sabboonticha jiraadhu,3
jiraadhu goota,3
si jaalanna yoosan qaxalee ilmaa,3
namatti tolaa abbeejabaadhu baayee bareeda,3
baayee si jaalanna jabaadhu jabaa,3
baayee bareeda dhugaa akkasumatti fufi nama jabaa,3
ija hamtuu sirraa qabu yoosan baayee si jaalanna,3
mooti aartii jabaadhu baaye baaye namatti tola ergaan umurii dheeradhu hamaa sirraa qabu jabaa baayee si jaalanna,3
qaalii ilma oromtichaa baayee si jaalanna,3
yoosan umurii dheeradhu sin jaaladha sabboonaa,3
jabaadhu goota oromoo si jaaladhe,3
baayee bareeda sanyii,3
leencaa jiraadhu,3
sirba isaa eeggatedha jiraadhu leencaa yoosan geetahuun baayeen jaaladhe,3
leenca naaf jiraadhu,3
baguma oromoo taate jabaa baayee natti tole,3
si jaalanna leenca,3
yoosan geetahuun siinan boonaa jira dhugaa garaa saba jiru sirbite jiraadhu baayee si jaalanna,3
hojii boonsaa isaa eeggateedha,3
qaalii baga taate baayee si jaalanna,3
jabaadhu jabaa goota kiyya ati,3
baayee hojii bareedaadha,3
leencaa oromoo baayee siin boonna si jaalanna,3
jabaadhuu leencaa ati goota,3
sirbichi sirba jajjabeessaadha baayeen si jaalladha yoosan geetahuun gooftaan umurii dheeraa siif kennu jiraadhu waggaa kuma goota,3
leenca jiraadhu,3
jabaadhu baayee namatti tola,3
haacaaluuti artistii jaaladhu si qofaadha baayee natti tolta qomoo,3
leencaa jiraadhu hedduun si jaaladha,3
galatoomi yoosan jiraadhu waggaa kuma kuma,3
jabaa namaa jabaa saba guddaa yoosan sagalee leencaa baayee si jaalanna qomoon,3
yoosan baayee namatti tola leenca,3
yoosii maal sii tau umurii kuma jiraadhu hedduu si jaalanna qeerroon oromoo fakkeenya dhaloota boruuti ati,3
jabaa galatoomi gumaacha aartii qaalii,3
jabaadhu obbooleessa kiyyaa baayee si jaalanna,3
leenca abbaa keetii baayee natti tolte,3
leenca fakki namaa jiraadhu,3
jabaadhu leenca baayee bareedaadhaa sirbi kuni,3
naaf jiraadhu haadhoo baayee natti tole hojiin kuni,3
sirba baayee namatti toludha jiraadhu jabaa namaa,3
baayee bareeda jabaadhu haadhoo baayee natti toleera hojiin,3
nama naaf jabaadhu waggaa kuma,3
yoosi sirba baayee bareedaadha umurii dheeradhu,3
leenca saba oromoo saba guddaa baayee si jaalannna,3
sirba hedduu namatti toludha baayeen jaaladhe hojii kana,3
leencaa sanyii gootaa jiraadhu hamtuun si hin argiin,3
akkatti si jaaladhu,3
waanan jedhee si ibsuu hin qabu jiraadhu mootii,3
jechan sirba kana ittiin ibsu hin qabu yoosaa koowaan hundi isaa guutuudha jiraadhu ammalle dabalii waggaa kuma jiraadhu,3
yoosan goota dhaamsa bareeda nama galuuf ni gala jabaadhu leenca jiraadhu,3
hojii baayee bareedaadhabaayee jaaladheera,3
baga nagan dhufte goota si jaalanna,3
qaalii naaf jiraadhu baayee natti tolta,3
jabaadhu kormaa onnee kiyya irraan si jaaladha,3
hojii bareedaadhaan dhufte jabaadhu jabaa,3
umurii dheeradhu bulloo qaalii namaa,3
hedduu namatti tola hojii ajaaibaati siif jaaladheera haadhoo,3
gootaa oromoo jiraadhu mooti sagalee walaloo waggaa kuma jiraadhu,3
jiraadhu goota,3
baayee bareeda dhugaa darbii jiraadhu yoosan jabaa,3
jiraadhu jabaa si jaalanna,3
leenca sanyii leencaa walaloo keetiif yeedaloon natti tolee jira jabaadhuu jabaa,3
hedduu tokko bareeda natti toleera hojiin kuni,3
yoosan geetahuun jaalatamaa namaa jiraadhu waggaa kuma,3
baayee namatti tolaa yoosan,3
dhiira mataa dhiiraa lubbuu olitti si jaaladha,3
jabaa yoosan jiraadhu baayeen si jaaladha qomoo,3
bareeda jabaadhu qaxalee,3
bulloo waggaa 1000 nuu jiraadhu,3
baayee baayee namatti tola jabaadhu jabaa namaa,3
bulloo jabaa oromoo siraa gammanee jiraa nuf jiraadhuu,3
jabaa baga nagaan dhuftee mataa artistota jaalatamoo,3
sirba baayee bareedu dhugaa jiraadhu korma yoosan geetahuun,3
jabaadhu andualem hojii ajaaibaati baayeen jaaladhe bilillee,3
baayee namatti tola anduu,3
jajjabaadhu baayee bareeda,3
ilma biyyaa jabaadhuu kormaa namaa baayee natti tole hojiin,3
baayee baayee namatti tola jabaa hojii bareedaadhaan dhufte,3
sirba baayee bareedaa jabaadhu jabaa,3
baayee namati tola jabaadhu oromoticha,3
sirbi kuni bareedinni isaa adduma baayeen jaaladhe,3
baayee bareeda sabboonaa kiyya jabaadhu,3
jabaadhu artistii cimaa haaluma kanaan fufi baayeen si jaalanna,3
baayee namatti tola,3
jiraadhu lubbuu baayee bareeda dhugaa,3
naaf jabaadhu sanyii baayeen si jaaladha sanyii,3
baayeen si jaaladha,3
sirba kana jaaladhe hin qabu hedduu natti tole,3
jiraadhu waggaa kuma tokko hamtuun si hin argiin leenca,3
jiraadhu goota jechan ittiin si ibsu hin qabu sanyii,3
baayee namatti tola jiraadhu anduu,3
jiraadhu kormicha jiddaa hamtuun si hin argiin,3
baayee bareeda dhaggeeffadhee hin qufne galatoomi qomoo,3
baayee namati tola dhugaa,3
akkaa ajaaibaa bareeda,3
baayee bareeda walaloo yeedaloon isaa sirritti wal simatee namatti tola,3
sirba miidhagaa miaawaa hedduu nama boojiudha weedduun bareeda ergaan walaloon yeedaloo qulqullinni video sadarkaa amma gituun akkatti bilchaatee mieessituu sagalee kiilolee anduun dhiyaachuun hedduu jaalatamuu ajaaibsifatamu taeera,3
sirba baayee bareedaadhaa dhugaa,3
kanumaan fufi obboleessa hedduu si jaalanna,3
jiraadhuu baayee namatti tola sirbi adduma baayee bareedeera,3
bareeda dhugaa deddeebieen dhaggeeffachaa jira dhaggeeffadhee quufuu hin dandeenye,3
of tauun hunda caalabaayee namatti tolahojii ajaaibaa tiammas jabaadhuati qaroo,3
baayee namatti tolajabaadhu kormee,3
qaaliii oromoo jiraadhu baayee baayee bareede anduuu,3
baayee namatti tola anduu,3
jiraadhu goota,3
sirba bareedadha dhugaa anduu warra jiddaa,3
qalbii namaa fuudha hojiin baayee natti tole anduu,3
anduaalam gosaa baayeen si jaaladha,3
oromummaa baayeen jaaladhe siin dhugaa rabbii jiraadhu,3
qalbii nama hawwata dhaggeeffadhee quufuu hin dandeenye hojii ajaaibaati hedduu namatti tola qalbi nama hawata dhageefate hin quftuu ajibaati heduu nama tolaa,3
baayee bareeda,3
hiikni sirbichaa naaf galuu baatus sagaleen weellisaa gurra banaa na dhaggeeffadhaa jedhu fakkaata sirbicha dhaggeeffatamee quufamu miti dammaatti gurratti nama miaawa qaxalee ilmaa jabaadhu,3
wallee ajaaibaati jiraadhu leenca,3
baayeen si jaaladha anduu,3
anduu jirta jabaadhu yaa jaba nama si jaalanna qomoon,3
namatti tolaa dhugaa sirba bareedaa ija hamtuu si qabu galatoomi,3
mucaa qaxalee kana akkattan jaaladhu,3
anduu nama jabaa si jaallanna ajaaibaatti si kabajna,3
baayee namatti tola,3
hojii bareedaa jiraadhu galatoomi,3
anduu hedduu nu boonsite jabaadhu goota oromoo ija diinaa hafi baayee si jaalanna,3
anduaalam gosaa baayee namatti tola galatoomi muuziqaa oromoo sadarkaa guddaa irraan geessee jirta galata guddaa siif qaba fufi,3
jabaadhu dhiira qaalii siin boonna,3
anduu jabaadhu nu boonsiteetta jiraadhu,3
sirba bareedduu jabaadhu anduaalem aadaa jabeessi,3
wanti hafe homtuu hin jiru sirba ajaaibaati jiraadhu si jaalanna baguma oromoo taate,3
baayee bareeda urjii sabaa,3
anduu cimtuu dhiiraa jabaadhuu,3
dandeetti addaatti induustirii muuziqaa oromoo iddoo oolaana gessissa hojii ajaaibaa saba saba guddaa kana galataa jaalala guddaa qabda jabaadhu fufi,3
anduuaalem dhugaa ni dandeessa jaalanneerra,3
jiraadhu umurii dheeraa,3
sanyii jiradhuu waggaa kuma,3
baayee namaatti tola dhugaa rabbi,3
anduu dhugaa sirba baayee namatti tolu dha,3
jabaadhu hojii baayee gaarii gaarii hojjette,3
sirba baayeen jaaladhe dhugaa dubbachuuf haalan hojjatte jabaadhu,3
anduu baayee si jaalanna jiraadhu galatoomi,3
leenca baddaa baalee waggaa kuma jiraadhu,3
baayee baayee bareeda qomoo,3
anduuaalem guddaa galatoomisirbi baayee bareeda qalbii nama boojiuu miira nama hawwatu qabuudhakana caalaa hojjettu waaqayyoon si gargaaru,3
anduu fayyaa tai baayee si jaalanna,3
sirba baayee bareedudha jiraadhu qomoo,3
baayee baayee bareeda qaxalee ilma oromtichaa jiraadhu,3
hojii gaariidha hedduu jaalanneerra hedduun sin jaaladha ijjoollee oromoo,3
anduu guddaasaa galatoomii baayee si jaalanna dhugaa,3
anduu si jaalanna goota naaf jiraadhu,3
jajjabaadhu anduu muuziqaa seenaa cimaa of keessaa qabu dha si waliin jirra jiraadhu baayee si jaalanna aartistii sabaa,3
baayee bareedaa dha jabaadhu,3
baayee bareedaa dha anduu deddeebiee daawwadhee quufuu dadhabe,3
baayee namatti tola jabaadhu haaluma kanaan fufi,3
sirba ajaaibaati dhaggeeffataniis nama hin nuffisiisu hedduun jaaladhe,3
sirba baayee bareedaa namatti tolu dha,3
anduu jabaa ilma oromoo jabaadhu akkan si jaaladhu beektee,3
jiraadhu si jaalanna anduuaalam gosaa,3
obboleessa baayeen si jaaladha ammmayyuu ilaaluun jajabeessaa maaloo illee baayeen si ajaaibsifadha jabaadhu qomoo,3
highquality song with the best story poem,3
baga sanyii taate leenca,3
baayee si jaalanna qaxalee ilmaa,3
jiraadhuu dhiioo keenyaa baayee si jaalanna,3
sirban baayee baayee jaaladhe dha,3
weelluu ajaaibati horii buli jiraadhu jabaa,3
anduuaalem gosa hedduu si jaalanna jabaadhu sirboota babbareedaa hojjettuuf galatoomi,3
anduu hojii hawwataa ajaaibaati jabaadhu jabaa namaa,3
baayee hojii ajaaibaati si jaalanna,3
baayee namatti tola haaluma kanaan fufi qaxalee baayeen si jaaladha,3
maaloo ajaaiba sirbichi jiraadhu qaalii jaallatamaa,3
baayee namatti tola,3
hedduu namatti tola galatoomi baayee si jaalanna,3
baayee namatti tola baayee si jaalanna,3
hojii baayee bareedaadha jabaadhu jabaadhu jabaa baayee si jaalanna,3
baayee bareedhaa jabaadhu anduu,3
naman baayee jaaladhu andualm gosaatikabajaafi jaalala guddaa oromoo biraa qabda,3
baayee miidhaga hundatu si bareeda cimaa namaa,3
andu sin jaaladha,3
anduu baayee bareeda sirbi fufi,3
jabaadhu goota baayee natti tole sirbi hedduu bareedee jira,3
baayee bareeda sirba ajaaibaati hamaa sirraa qabu qomoo,3
sirba baayee bareeda hojjatte haadhoo jiraadhu anduu,3
baayee baareeda hojiin jabaadhu jaalatamaa namaa qaxalee ilmaa,3
dhugaa hojii boonsaa hojjatte baayee natti tole jiraadhu,3
sirritti jabaadhu andu si jaalanna,3
dhugaa nu boonsitee jirta ati jalatamaadha,3
sirba baayee bareedudha sanyii oromoo,3
sirba baayee namatti toludha,3
aartistii oromoo qaalii namaa jabaadhu baayee si jaalanna jiraadhu,3
sirba sadarkaa aartiin oromoo jiru sadarkaa tokko dabaleedha baayee bareeda sanyii galatomii,3
jabaa namaa baayee namatti tola,3
qaxalee jabaadhu baayeen si jaaladha,3
anduu sanyii hojiin baayee bareedaadha jabaadhu jabaa namaa haftee hacee,3
baayeen jaaladhe sirba sirba caalu sirbite gurbaa,3
waaqa guddaa maaloo sirbaaa anduuaalam gosaa weellisaa oromoo qaxalee hadhookee hacee galatoomi kaa maal jennaree si jaallanaa,3
baayee bareeda anduu galatoomi,3
sirba baayee bareedaadha nagaan koottu si jaalanna,3
jabaa heddu si jaalanna jabaadhu si faana jirra sabni oromoo,3
sirbaa jiddaa akkaanattii kunoo akkan sirba kana jaaladhetti waanta addunyaa kana hin jirren si badhaasa naaf jiraadhu qaxalee nama jabaa nanaa,3
dhugaa sirbi baayee tokko naatti tole dhugaa jabaadhu jabaataa jiraadhu qaalii oromooti ati,3
anduualem maaloo maaloo daddafii aalbama gadhiisi baayee si jaalanna,3
sirba ajaaibaa miira nama galcha dhugaa rabbii baayee bareeda,3
anduu si jaalannna haadhoo,3
baayee jecha hin qabu jalaala isiniif qabu ibsu hin dandau jabaadhu dhiira,3
jabaadhu leenca hojii ajaaibaatii baayee bareeda tokkoffaadha,3
baayee baayee natti toleera anduu jiraadhu si jaalanna dhiira,3
hedduu si jaalanna anduu tokkicha qixxee kumaa jiraadhu,3
hacee xiqqoo jiraadhu hedduu si jaalanna,3
baayee namatti tola ergaan walaloo keetii heddu nama hawwata shubbisni aadaa oromoo jiddaas akkasuma dabalataan ammoo qulqullinni viidiyoo adduma ajab nama jechisiisa,3
baayee jaaladheera dhugaa,3
anduu si jaallanna ija haaceetiin si ilaalla jiraadhu hojii gaarii geesse ulfaadhu galatoomi,3
hojii baredaadha jabaadhu jabaa sabaa si jaalanna,3
baayee nati tole jabaadhu hojii baayee nama boonsudha,3
baayee namatti tola jabaadhu jabaa,3
muuziqaa baayee bareedaadha umurii dheeradhu leenca sabaa,3
baayee miidhaga jabaadhu jabaa oromoo,3
baayee bareedaadha,3
sirba walaloo yeedaloo miidhaagaa qabudha baayee jaaladheera,3
yeedaloo walaloon baayee namatti tola dhugaa galatoomi,3
sirba ajaaibaati anduuaalem gosaa goota saba gudda jabaadhu si jaalanna,3
jabaa namaa jiraadhu,3
gootaa sirbaa tokkoon habashaa waccisiise jiraadhu dhiira sagalee kilolee baayee si jaalanna,3
gootaa sanyii gootaa waggaa kuma jiraadhu baayee si jaalanna,3
sirban baayee jaaladhe dha galatoomii yoosaan geetahuun,3
baayee namatti tola dandeettii addaati jiraadhu yoosan geetahuun,3
sirbi baayee natti tola baayeen jaaladha,3
baayee si jaalanna goota,3
sirba kanan arge dhaggeefatamee hin quufamne sirba kana baayeen jaaladhe goota,3
baayee namatti tola jabaa nama jabaadhuu kana caalii koottuu ammas jiraadhu jabaa namaa,3
sirba baayee baayee bareeda jaaladhu naaf jiraadhu yoosan geetahuun,3
jabaadhu obbolessa baayeen si jaaladha,3
oromoo baayeen si jaaladha oromiyaa haadha goototaa hamaan si hin argiin bara baraan naaf jiraadhu,3
goota dacheen oromiyaa magarsite jiraadhu,3
ajaaiba namoota miliyoonaan sirba ilaalame jabaadhu korma namaa,3
jabaadhu sirbi baayee namatti tola yoosaan baayeen si jaaladha jiraadhu,3
baayee bareeda baayee natti toleen ilaale dhugaa rabbii hamaan si hin argiin goota yoosaan geetahuun,3
jiraadhu jabaa oromoo baayee si jaalanna,3
jabaa bareedaa sagalee bakakkaa jiraadhu bulloo kiyya,3
baayeen jaaladhe sirba kana,3
kuma jiraadhu sanyii baayee sii jaalanna,3
jiraadhu qaalii namaa baayee si jaalanna,3
bulloo umurii dheeradhu cimaa namaa jaalalli onneerra baayee sirraa eegna goota,3
bayee siitti boonne dhugaa dubbatu kitilaan waaqayyoo keennu jenna baayee si jaalanna,3
jiraadhu waggaa kuma goota,3
artistooni oromoo sagalee uummata oromooti baayee jaalannaa jabaadha,3
baayee si jaalanna jabaadhu fufi kana caalaa hojjattu abdii guddaa sirraa qaba jabaadhu,3
oromoo lammii waaqayyoo bilisumma nu agarsiisu si jaalanna yoosii,3
baayeen si jaaladha bulloo kiyya bulloo,3
sanyii namaa baayee bareeda jabaadhu,3
hedduu namatti tola jabaadhu ammas addaa kana caalu sirraa eegna sanyii qaalii baayee si jaalanna,3
galatoomi leenca umurii dheeraa siif hawwa ati artistii addaati dhugaa,3
si jaalanna oromoon si jaalanneerra artistii kana miira uummata beeku,3
jiradhu leencaa baayee siin boonna si jaalanna,3
jechaan dhabe hedduu bareeda ergaa ajaaibaa dha bullon garmaamu tola maaf mana hidhaa oola jabaa qaba,3
jabaa baayeen si jaaladha,3
jiraadhu goota baayee si jaalanna,3
baayeen si jaaladha jiraadhu goota,3
yoosan leenca sanyii jawaar mohaammad jiraadhu,3
goota jiraadhu qaalii umurii dheeradhu goota,3
